Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities
1101,30,RL,60,8400,Pave,NA,Reg,Bnk,AllPub
1102,20,RL,61,9758,Pave,NA,IR1,Lvl,AllPub
1103,20,RL,70,7000,Pave,NA,Reg,Lvl,AllPub
1104,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub
1105,160,RM,24,2016,Pave,NA,Reg,Lvl,AllPub
1106,60,RL,98,12256,Pave,NA,IR1,Lvl,AllPub
1107,20,RL,114,10357,Pave,NA,IR1,Lvl,AllPub
1108,60,RL,168,23257,Pave,NA,IR3,HLS,AllPub
1109,60,RL,NA,8063,Pave,NA,Reg,Lvl,AllPub
1110,20,RL,107,11362,Pave,NA,IR1,Lvl,AllPub
1111,60,RL,NA,8000,Pave,NA,Reg,Lvl,AllPub
1112,60,RL,80,10480,Pave,NA,Reg,Lvl,AllPub
1113,20,RL,73,7100,Pave,NA,IR1,Lvl,AllPub
1114,20,RL,66,8923,Pave,NA,Reg,Lvl,AllPub
1115,20,RL,90,5400,Pave,NA,Reg,Lvl,AllPub
1116,20,RL,93,12085,Pave,NA,Reg,Lvl,AllPub
1117,80,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub
1118,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub
1119,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub
1120,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub
1121,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub
1122,20,RL,84,10084,Pave,NA,Reg,Lvl,AllPub
1123,20,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub
1124,20,RL,50,9405,Pave,NA,Reg,Lvl,AllPub
1125,80,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub
1126,20,RL,60,10434,Pave,NA,Reg,Lvl,AllPub
1127,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub
1128,20,RL,182,14572,Pave,NA,IR3,Lvl,AllPub
1129,60,RL,59,11796,Pave,NA,IR1,Lvl,AllPub
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub
1131,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub
1132,20,RL,63,10712,Pave,NA,Reg,Lvl,AllPub
1133,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub
1134,60,RL,80,9828,Pave,NA,IR1,Lvl,AllPub
1135,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub
1136,30,RM,60,6180,Pave,NA,Reg,Lvl,AllPub
1137,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1138,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub
1139,20,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub
1140,30,RL,98,8731,Pave,NA,IR1,Lvl,AllPub
1141,20,RL,60,7350,Pave,NA,Reg,Lvl,AllPub
1142,60,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub
1143,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub
1144,20,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub
1145,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub
1146,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub
1147,20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub
1148,70,RL,75,12000,Pave,NA,Reg,Bnk,AllPub
1149,50,RM,NA,5700,Pave,NA,Reg,Lvl,AllPub
1150,70,RM,50,9000,Pave,NA,Reg,Lvl,AllPub
1151,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub
1152,20,RL,134,17755,Pave,NA,Reg,Lvl,AllPub
1153,20,RL,90,14115,Pave,NA,IR1,Lvl,AllPub
1154,30,RM,NA,5890,Pave,NA,Reg,Lvl,AllPub
1155,60,RL,NA,13700,Pave,NA,IR1,Lvl,AllPub
1156,20,RL,90,10768,Pave,NA,IR1,Lvl,AllPub
1157,80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub
1158,120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub
1159,20,RL,92,11932,Pave,NA,Reg,Lvl,AllPub
1160,60,RL,76,9120,Pave,NA,Reg,Lvl,AllPub
1161,160,RL,24,2280,Pave,NA,Reg,Lvl,AllPub
1162,20,RL,NA,14778,Pave,NA,IR1,Low,AllPub
1163,20,RL,109,8724,Pave,NA,Reg,Lvl,AllPub
1164,90,RL,60,12900,Pave,NA,Reg,Lvl,AllPub
1165,80,RL,NA,16157,Pave,NA,IR1,Lvl,AllPub
1166,20,RL,79,9541,Pave,NA,IR1,Lvl,AllPub
1167,20,RL,64,10475,Pave,NA,IR1,Lvl,AllPub
1168,60,RL,58,10852,Pave,NA,IR1,Lvl,AllPub
1169,70,RL,120,13728,Pave,NA,Reg,Lvl,AllPub
1170,60,RL,118,35760,Pave,NA,IR1,Lvl,AllPub
1171,80,RL,76,9880,Pave,NA,Reg,Lvl,AllPub
1172,20,RL,76,9120,Pave,NA,Reg,Lvl,AllPub
1173,160,FV,35,4017,Pave,Pave,IR1,Lvl,AllPub
1174,50,RL,138,18030,Pave,NA,IR1,Bnk,AllPub
1175,70,RL,80,16560,Pave,NA,IR1,Lvl,AllPub
1176,50,RL,85,10678,Pave,NA,Reg,Lvl,AllPub
1177,20,RL,37,6951,Pave,NA,IR1,Lvl,AllPub
1178,50,RM,NA,3950,Pave,Grvl,Reg,Bnk,AllPub
1179,50,RL,54,7681,Pave,NA,IR1,Lvl,AllPub
1180,20,RL,77,8335,Pave,NA,Reg,Lvl,AllPub
1181,60,RL,NA,11170,Pave,NA,IR2,Lvl,AllPub
1182,120,RM,64,5587,Pave,NA,IR1,HLS,AllPub
1183,60,RL,160,15623,Pave,NA,IR1,Lvl,AllPub
1184,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub
1185,20,RL,50,35133,Grvl,NA,Reg,Lvl,AllPub
1186,50,RL,60,9738,Pave,NA,Reg,Lvl,AllPub
1187,190,RL,107,10615,Pave,NA,IR1,Bnk,AllPub
1188,20,RL,89,12461,Pave,NA,Reg,Lvl,AllPub
1189,60,RL,68,8935,Pave,NA,IR1,Lvl,AllPub
1190,60,RL,60,7500,Pave,NA,Reg,Lvl,AllPub
1191,190,RL,NA,32463,Pave,NA,Reg,Low,AllPub
1192,160,FV,24,2645,Pave,Pave,Reg,Lvl,AllPub
1193,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub
1194,120,RM,NA,4500,Pave,NA,Reg,Lvl,AllPub
1195,60,RL,80,9364,Pave,NA,Reg,Lvl,AllPub
1196,60,RL,51,8029,Pave,NA,IR1,Lvl,AllPub
1197,60,RL,58,14054,Pave,NA,IR1,Lvl,AllPub
1198,75,RM,65,8850,Pave,NA,IR1,Bnk,AllPub
1199,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub
1200,20,RL,75,11235,Pave,NA,Reg,Lvl,AllPub
1201,20,RL,71,9353,Pave,NA,Reg,Lvl,AllPub
1202,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub
1203,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1204,20,RL,75,9750,Pave,NA,Reg,Lvl,AllPub
1205,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub
1206,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub
1207,20,RH,NA,8900,Pave,NA,Reg,Lvl,AllPub
1208,20,RL,70,9135,Pave,NA,Reg,Lvl,AllPub
1209,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub
1219,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub
1220,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub
1221,20,RL,66,7800,Pave,NA,IR1,Lvl,AllPub
1222,20,RL,55,8250,Pave,NA,Reg,Lvl,AllPub
1223,50,RL,78,10496,Pave,NA,Reg,Lvl,AllPub
1224,20,RL,89,10680,Pave,NA,Reg,Lvl,AllPub
1225,60,RL,60,15384,Pave,NA,IR1,Lvl,AllPub
1226,80,RL,65,10482,Pave,NA,Reg,Lvl,AllPub
1227,60,RL,86,14598,Pave,NA,IR1,Lvl,AllPub
1228,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub
1229,120,RL,65,8769,Pave,NA,Reg,Lvl,AllPub
1230,80,RL,70,7910,Pave,NA,Reg,Lvl,AllPub
1231,90,RL,NA,18890,Pave,NA,IR1,Lvl,AllPub
1232,90,RL,70,7728,Pave,NA,Reg,Lvl,AllPub
1233,90,RL,70,9842,Pave,NA,Reg,Lvl,AllPub
1234,20,RL,NA,12160,Pave,NA,IR1,Lvl,AllPub
1235,70,RH,55,8525,Pave,NA,Reg,Bnk,AllPub
1236,70,RL,96,13132,Pave,NA,Reg,Lvl,AllPub
1237,160,RL,36,2628,Pave,NA,Reg,Lvl,AllPub
1238,60,RL,41,12393,Pave,NA,IR2,Lvl,AllPub
1239,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub
1240,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub
1241,60,RL,65,8158,Pave,NA,Reg,Lvl,AllPub
1242,20,RL,83,9849,Pave,NA,Reg,Lvl,AllPub
1243,85,RL,85,10625,Pave,NA,Reg,Lvl,AllPub
1244,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub
1245,70,RL,NA,11435,Pave,NA,IR1,HLS,AllPub
1246,80,RL,78,12090,Pave,NA,Reg,Lvl,AllPub
1247,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub
1248,80,RL,NA,12328,Pave,NA,IR1,Lvl,AllPub
1249,75,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub
1250,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
1251,20,RL,93,11160,Pave,NA,Reg,Lvl,AllPub
1252,120,RL,NA,3136,Pave,NA,IR1,Lvl,AllPub
1253,20,RL,62,9858,Pave,NA,Reg,Lvl,AllPub
1254,60,RL,NA,17542,Pave,NA,IR1,Lvl,AllPub
1255,60,RL,60,6931,Pave,NA,Reg,Lvl,AllPub
1256,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub
1257,20,RL,91,14303,Pave,NA,IR1,Lvl,AllPub
1258,30,RL,56,4060,Pave,NA,Reg,Lvl,AllPub
1259,80,RL,59,9587,Pave,NA,IR1,Lvl,AllPub
1260,20,RL,65,9750,Pave,NA,Reg,Lvl,AllPub
1261,60,RL,NA,24682,Pave,NA,IR3,Lvl,AllPub
1262,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1263,50,RL,NA,11250,Pave,NA,Reg,Lvl,AllPub
1264,70,RL,60,13515,Pave,Pave,Reg,Lvl,AllPub
1265,120,RH,34,4060,Pave,NA,Reg,Lvl,AllPub
1266,160,FV,35,3735,Pave,NA,Reg,Lvl,AllPub
1267,190,RM,60,10120,Pave,NA,IR1,Bnk,AllPub
1268,20,RL,89,13214,Pave,NA,IR1,HLS,AllPub
1269,50,RL,NA,14100,Pave,NA,IR1,Lvl,AllPub
1270,50,RL,78,11344,Pave,NA,Reg,Lvl,AllPub
1271,40,RL,NA,23595,Pave,NA,Reg,Low,AllPub
1272,20,RL,NA,9156,Pave,NA,IR1,Lvl,AllPub
1273,20,RL,NA,13526,Pave,NA,IR1,Lvl,AllPub
1274,80,RL,124,11512,Pave,NA,IR1,Lvl,AllPub
1275,50,RL,53,5362,Pave,NA,Reg,Lvl,AllPub
1276,90,RL,95,11345,Pave,NA,Reg,Lvl,AllPub
1277,60,RL,NA,12936,Pave,NA,IR1,Lvl,AllPub
1278,80,RL,NA,17871,Pave,NA,IR1,Lvl,AllPub
1279,60,RL,75,9473,Pave,NA,Reg,Lvl,AllPub
1280,50,C (all),60,7500,Pave,NA,Reg,Lvl,AllPub
1281,20,RL,67,9808,Pave,NA,IR1,Lvl,AllPub
1282,20,RL,50,8049,Pave,NA,IR1,Lvl,AllPub
1283,20,RL,61,8800,Pave,NA,IR1,Lvl,AllPub
1284,90,RL,94,9400,Pave,NA,Reg,Low,AllPub
1285,50,RL,50,9638,Pave,NA,Reg,Lvl,AllPub
1286,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1287,20,RL,NA,9790,Pave,NA,Reg,Lvl,AllPub
1288,20,RL,NA,36500,Pave,NA,IR1,Low,AllPub
1289,120,RL,40,5664,Pave,NA,IR1,Lvl,AllPub
1290,60,RL,86,11065,Pave,NA,IR1,Lvl,AllPub
1291,80,RL,NA,14112,Pave,NA,IR1,Lvl,AllPub
1292,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub
1293,70,RM,60,6600,Pave,NA,Reg,Lvl,AllPub
1294,60,RL,78,10140,Pave,NA,Reg,Lvl,AllPub
1295,20,RL,60,8172,Pave,NA,Reg,Lvl,AllPub
1296,20,RL,70,8400,Pave,NA,Reg,Lvl,AllPub
1297,20,RL,80,8700,Pave,NA,Reg,Lvl,AllPub
1298,180,RM,35,3675,Pave,NA,Reg,Lvl,AllPub
1299,60,RL,313,63887,Pave,NA,IR3,Bnk,AllPub
1300,20,RL,75,7500,Pave,NA,Reg,Lvl,AllPub
1301,60,RL,NA,10762,Pave,NA,IR1,Lvl,AllPub
1302,70,RL,NA,7500,Pave,NA,IR1,Bnk,AllPub
1303,60,RL,92,10120,Pave,NA,Reg,Lvl,AllPub
1304,20,RL,73,8688,Pave,NA,Reg,Lvl,AllPub
1305,160,RM,32,3363,Pave,NA,Reg,Lvl,AllPub
1306,20,RL,108,13173,Pave,NA,IR1,Lvl,AllPub
1307,120,RL,48,6955,Pave,NA,IR1,Lvl,AllPub
1308,20,RL,60,8072,Pave,NA,Reg,Lvl,AllPub
1309,20,RM,100,12000,Pave,NA,Reg,Lvl,AllPub
1310,20,RL,NA,7153,Pave,NA,Reg,Lvl,AllPub
1311,20,RL,100,17500,Pave,NA,Reg,Lvl,AllPub
1312,20,RL,68,8814,Pave,NA,Reg,Lvl,AllPub
1313,60,RL,NA,9572,Pave,NA,IR1,Lvl,AllPub
1314,60,RL,108,14774,Pave,NA,IR1,Lvl,AllPub
1315,20,RL,60,8190,Pave,NA,Reg,Lvl,AllPub
1316,60,RL,85,11075,Pave,NA,Reg,Lvl,AllPub
1317,20,RL,61,10226,Pave,NA,IR1,Lvl,AllPub
1318,120,FV,47,4230,Pave,Pave,Reg,Lvl,AllPub
1319,20,RL,NA,14781,Pave,NA,IR2,Lvl,AllPub
1320,20,RL,75,10215,Pave,NA,Reg,Bnk,AllPub
1321,20,RL,70,8400,Pave,NA,Reg,Lvl,AllPub
1322,20,RL,NA,6627,Pave,NA,IR1,Lvl,AllPub
1323,60,RL,107,10186,Pave,NA,IR1,Lvl,AllPub
1324,30,RL,50,5330,Pave,NA,Reg,HLS,AllPub
1325,20,RL,75,9986,Pave,NA,Reg,Lvl,AllPub
1326,30,RM,40,3636,Pave,NA,Reg,Lvl,AllPub
1327,30,RH,70,4270,Pave,NA,Reg,Bnk,AllPub
1328,20,RL,60,6600,Pave,NA,Reg,Lvl,AllPub
1329,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub
1330,60,RL,63,9084,Pave,NA,IR1,Lvl,AllPub
1331,20,RL,85,10000,Pave,NA,Reg,Lvl,AllPub
1332,80,RL,55,10780,Pave,NA,IR1,Lvl,AllPub
1333,20,RL,67,8877,Pave,NA,Reg,Lvl,AllPub
1334,50,RM,60,7200,Pave,NA,Reg,Lvl,AllPub
1335,160,RM,24,2368,Pave,NA,Reg,Lvl,AllPub
1336,20,RL,80,9650,Pave,NA,Reg,Lvl,AllPub
1337,90,RL,87,9246,Pave,NA,IR1,Lvl,AllPub
1338,30,RM,153,4118,Pave,Grvl,IR1,Bnk,AllPub
1339,60,RL,95,13450,Pave,NA,IR1,Lvl,AllPub
1340,20,RL,120,9560,Pave,NA,IR1,Lvl,AllPub
1341,20,RL,70,8294,Pave,NA,Reg,Lvl,AllPub
1342,20,RL,66,13695,Pave,NA,Reg,Lvl,AllPub
1343,60,RL,NA,9375,Pave,NA,Reg,Lvl,AllPub
1344,50,RL,57,7558,Pave,NA,Reg,Bnk,AllPub
1345,60,RL,85,11103,Pave,NA,IR1,Lvl,AllPub
1346,30,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1347,20,RL,NA,20781,Pave,NA,IR2,Lvl,AllPub
1348,20,RL,93,15306,Pave,NA,IR1,HLS,AllPub
1349,20,RL,NA,16196,Pave,NA,IR3,Low,AllPub
1350,70,RM,50,5250,Pave,Pave,Reg,Lvl,AllPub
1351,90,RL,91,11643,Pave,NA,Reg,Lvl,AllPub
1352,60,RL,70,9247,Pave,NA,IR1,Lvl,AllPub
1353,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1354,50,RL,56,14720,Pave,NA,IR1,Lvl,AllPub
1355,60,RL,NA,10316,Pave,NA,IR1,Lvl,AllPub
1356,80,RL,102,10192,Pave,NA,IR1,Lvl,AllPub
1357,20,RL,NA,9477,Pave,NA,Reg,Lvl,AllPub
1358,20,RL,NA,12537,Pave,NA,IR1,Lvl,AllPub
1359,160,FV,NA,2117,Pave,NA,Reg,Lvl,AllPub
1360,20,RL,129,16737,Pave,NA,Reg,Lvl,AllPub
1361,70,RL,51,9842,Pave,NA,Reg,Lvl,AllPub
1362,20,RL,124,16158,Pave,NA,IR1,Low,AllPub
1363,50,RL,NA,12513,Pave,NA,IR1,Lvl,AllPub
1364,60,RL,73,8499,Pave,NA,IR1,Lvl,AllPub
1365,160,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub
1366,60,FV,NA,7500,Pave,NA,Reg,Lvl,AllPub
1367,60,RL,68,9179,Pave,NA,IR1,Lvl,AllPub
1368,160,RM,41,2665,Pave,NA,Reg,Lvl,AllPub
1369,120,RM,NA,4435,Pave,NA,Reg,Lvl,AllPub
1370,20,RL,48,10635,Pave,NA,IR2,Lvl,AllPub
1371,50,RL,90,5400,Pave,NA,Reg,Lvl,AllPub
1372,80,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1373,60,RL,75,9750,Pave,NA,Reg,Lvl,AllPub
1374,20,RL,NA,11400,Pave,NA,Reg,Lvl,AllPub
1375,60,FV,85,10625,Pave,NA,Reg,Lvl,AllPub
1376,20,RL,89,10991,Pave,NA,IR1,HLS,AllPub
1377,30,RL,52,6292,Pave,NA,Reg,Bnk,AllPub
1378,50,RL,60,10998,Pave,Grvl,Reg,Lvl,AllPub
1379,160,RM,21,1953,Pave,NA,Reg,Lvl,AllPub
1380,80,RL,73,9735,Pave,NA,Reg,Lvl,AllPub
1381,30,RL,45,8212,Pave,Grvl,Reg,Lvl,AllPub
1382,20,RL,NA,12925,Pave,NA,IR1,Lvl,AllPub
1383,70,RM,60,7200,Pave,NA,Reg,Lvl,AllPub
1384,30,RL,NA,25339,Pave,NA,Reg,Lvl,AllPub
1385,50,RL,60,9060,Pave,NA,Reg,Lvl,AllPub
1386,50,RM,40,5436,Pave,NA,Reg,Lvl,AllPub
1387,60,RL,80,16692,Pave,NA,IR1,Lvl,AllPub
1388,50,RM,60,8520,Pave,Grvl,Reg,Lvl,AllPub
1389,20,RL,42,14892,Pave,NA,IR1,HLS,AllPub
1390,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub
1391,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub
1392,90,RL,65,8944,Pave,NA,Reg,Lvl,AllPub
1393,85,RL,68,7838,Pave,NA,Reg,Lvl,AllPub
1394,190,RM,60,10800,Pave,Pave,Reg,Lvl,AllPub
1395,120,RL,53,4045,Pave,NA,Reg,Lvl,AllPub
1396,60,RL,88,12665,Pave,NA,IR1,Lvl,AllPub
1397,20,RL,NA,57200,Pave,NA,IR1,Bnk,AllPub
1398,70,RM,51,6120,Pave,NA,Reg,Lvl,AllPub
1399,50,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
1400,50,RL,51,6171,Pave,NA,Reg,Lvl,AllPub
1401,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub
1402,60,RL,62,7415,Pave,NA,IR1,Lvl,AllPub
1403,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub
1404,20,RL,49,15256,Pave,NA,IR1,Lvl,AllPub
1405,50,RL,60,10410,Pave,Grvl,Reg,Lvl,AllPub
1406,120,RM,44,3842,Pave,NA,IR1,HLS,AllPub
1407,85,RL,70,8445,Pave,NA,Reg,Lvl,AllPub
1408,20,RL,NA,8780,Pave,NA,IR1,Lvl,AllPub
1409,70,RM,60,7740,Pave,NA,Reg,Lvl,AllPub
1410,60,RL,46,20544,Pave,NA,IR1,Lvl,AllPub
1411,60,RL,79,12420,Pave,NA,Reg,Lvl,AllPub
1412,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub
1413,90,RL,60,7200,Pave,NA,Reg,Lvl,AllPub
1414,20,RL,88,10994,Pave,NA,IR1,Lvl,AllPub
1415,50,RL,64,13053,Pave,Pave,Reg,Bnk,AllPub
1416,120,RL,51,3635,Pave,NA,Reg,Lvl,AllPub
1417,190,RM,60,11340,Pave,NA,Reg,Lvl,AllPub
1418,60,RL,NA,16545,Pave,NA,IR1,Lvl,AllPub
1419,20,RL,71,9204,Pave,NA,Reg,Lvl,AllPub
1420,20,RL,NA,16381,Pave,NA,IR1,Lvl,AllPub
1421,60,RL,90,11700,Pave,NA,Reg,Lvl,AllPub
1422,120,RL,53,4043,Pave,NA,Reg,Lvl,AllPub
1423,120,RM,37,4435,Pave,NA,Reg,Lvl,AllPub
1424,80,RL,NA,19690,Pave,NA,IR1,Lvl,AllPub
1425,20,RL,NA,9503,Pave,NA,Reg,Lvl,AllPub
1426,20,RL,80,10721,Pave,NA,IR1,Lvl,AllPub
1427,60,RL,81,10944,Pave,NA,IR1,Lvl,AllPub
1428,50,RL,60,10930,Pave,Grvl,Reg,Bnk,AllPub
1429,30,RM,60,7200,Pave,NA,Reg,Lvl,AllPub
1430,20,RL,NA,12546,Pave,NA,IR1,Lvl,AllPub
1431,60,RL,60,21930,Pave,NA,IR3,Lvl,AllPub
1432,120,RL,NA,4928,Pave,NA,IR1,Lvl,AllPub
1433,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub
1434,60,RL,93,10261,Pave,NA,IR1,Lvl,AllPub
1435,20,RL,80,17400,Pave,NA,Reg,Low,AllPub
1436,20,RL,80,8400,Pave,NA,Reg,Lvl,AllPub
1437,20,RL,60,9000,Pave,NA,Reg,Lvl,AllPub
1438,20,RL,96,12444,Pave,NA,Reg,Lvl,AllPub
1439,20,RM,90,7407,Pave,NA,Reg,Lvl,AllPub
1440,60,RL,80,11584,Pave,NA,Reg,Lvl,AllPub
1441,70,RL,79,11526,Pave,NA,IR1,Bnk,AllPub
1442,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub
1443,60,FV,85,11003,Pave,NA,Reg,Lvl,AllPub
1444,30,RL,NA,8854,Pave,NA,Reg,Lvl,AllPub
1445,20,RL,63,8500,Pave,NA,Reg,Lvl,AllPub
1446,85,RL,70,8400,Pave,NA,Reg,Lvl,AllPub
1447,20,RL,NA,26142,Pave,NA,IR1,Lvl,AllPub
1448,60,RL,80,10000,Pave,NA,Reg,Lvl,AllPub
1449,50,RL,70,11767,Pave,NA,Reg,Lvl,AllPub
1450,180,RM,21,1533,Pave,NA,Reg,Lvl,AllPub
1451,90,RL,60,9000,Pave,NA,Reg,Lvl,AllPub
1452,20,RL,78,9262,Pave,NA,Reg,Lvl,AllPub
1453,180,RM,35,3675,Pave,NA,Reg,Lvl,AllPub
1454,20,RL,90,17217,Pave,NA,Reg,Lvl,AllPub
1455,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub
1456,60,RL,62,7917,Pave,NA,Reg,Lvl,AllPub
1457,20,RL,85,13175,Pave,NA,Reg,Lvl,AllPub
1458,70,RL,66,9042,Pave,NA,Reg,Lvl,AllPub
1459,20,RL,68,9717,Pave,NA,Reg,Lvl,AllPub
1460,20,RL,75,9937,Pave,NA,Reg,Lvl,AllPub
